date,open,high,low,close,volume
12/17/2009,14.8545,14.8843,14.7878,14.7922,2628205
12/18/2009,14.8442,14.9164,14.8185,14.8539,3515727
12/21/2009,14.892,14.9391,14.8352,14.9102,2559742
12/22/2009,14.9765,14.9805,14.9145,14.971,1875328
12/23/2009,15.0303,15.2636,15.0141,15.234,2065440
12/24/2009,15.2651,15.4292,15.2486,15.4033,854533
12/28/2009,15.4826,15.5904,15.4034,15.5127,1689940
12/29/2009,15.5592,15.5617,15.3986,15.4262,1420915
12/30/2009,15.4039,15.5092,15.3916,15.5092,1459404
12/31/2009,15.5595,15.5757,15.4407,15.4407,1214409
1/4/2010,15.6143,15.678,15.5468,15.6093,1948648
1/5/2010,15.6201,15.6365,15.4796,15.5406,2993554
1/6/2010,15.5871,15.5871,15.1015,15.1489,3961657
1/7/2010,15.1771,15.1921,14.76,14.7961,6387466
1/8/2010,14.7439,15.024,14.6719,14.9934,4702258
1/11/2010,15.0541,15.0541,14.7946,14.9707,7182454
1/12/2010,14.8953,14.8973,14.6442,14.706,4830163
1/13/2010,14.3576,14.6537,14.2932,14.6216,6468170
1/14/2010,14.5421,14.7986,14.515,14.6903,4221358
1/15/2010,14.7337,14.7827,14.3962,14.445,5411834
1/19/2010,14.482,14.7044,14.3525,14.6347,4296586
1/20/2010,14.5939,14.5939,14.3277,14.4552,3238020
1/21/2010,14.5307,14.6149,14.252,14.5192,6277618
1/22/2010,14.059,14.2109,13.3208,13.6981,6775275
1/25/2010,13.613,13.6948,13.337,13.4488,4399985
1/26/2010,13.3982,13.6878,13.3563,13.509,4336025
1/27/2010,13.4804,13.6393,13.332,13.5011,3946607
1/28/2010,13.5606,13.6231,13.2147,13.3067,3215676
1/29/2010,13.4111,13.4734,13.0904,13.1983,4121484
2/1/2010,13.3143,13.3444,13.2072,13.2749,2242295
2/2/2010,13.3231,13.3232,13.1402,13.2276,4076810
2/3/2010,13.1666,13.5011,13.1556,13.4692,2985618
2/4/2010,13.3741,13.399,13.0892,13.1195,3366643
2/5/2010,13.1598,13.2868,13.0119,13.2318,3142015
2/8/2010,13.2619,13.4985,13.2378,13.2861,2682579
2/9/2010,13.4373,13.4869,13.326,13.3601,2815224
2/10/2010,13.301,13.3937,13.1421,13.3104,2663053
2/11/2010,13.2557,13.461,13.1873,13.3591,2399615
2/12/2010,13.2737,13.3778,13.2121,13.2774,2269517
2/16/2010,13.3776,13.5517,13.3069,13.4812,3637448
2/17/2010,13.4986,13.5335,13.3893,13.4041,2021019
2/18/2010,13.3875,13.5737,13.3527,13.529,2328125
2/19/2010,13.4737,13.5492,13.4414,13.4678,2543192
2/22/2010,13.6318,13.6356,13.4737,13.5185,2134535
2/23/2010,13.5236,13.5393,13.2568,13.326,2861114
2/24/2010,13.309,13.4099,13.2124,13.2363,2315824
2/25/2010,13.128,13.1622,12.9507,13.1108,3293624
2/26/2010,13.1354,13.2433,13.0373,13.12,2039617
3/1/2010,13.1798,13.2816,13.1434,13.2667,2227681
3/2/2010,13.3362,13.5898,13.3245,13.4752,4336697
3/3/2010,13.5076,13.651,13.4301,13.5813,3075428
3/4/2010,13.6106,13.8505,13.6031,13.8121,3168902
3/5/2010,13.9805,14.1379,13.9444,14.0517,3894737
3/8/2010,14.0659,14.0758,13.972,14.0086,2375144
3/9/2010,13.9431,14.0629,13.8597,13.9516,3162467
3/10/2010,14.0406,14.4077,14.002,14.3566,5632155
3/11/2010,14.3021,14.5997,14.3006,14.4735,4215084
3/12/2010,14.6477,14.6511,14.424,14.4335,2743097
3/15/2010,14.1132,14.1822,13.8472,14.0261,4634406
3/16/2010,13.9925,14.1566,13.9658,14.0764,3416524
3/17/2010,14.1535,14.232,14.0527,14.0853,3306677
3/18/2010,14.0645,14.1571,14.0206,14.1063,1768665
3/19/2010,14.1021,14.1461,13.8792,13.9469,4771326
3/22/2010,13.85,14.1175,13.8044,13.8847,3986379
3/23/2010,13.8731,13.9048,13.4986,13.6729,5475100
3/24/2010,13.586,13.9432,13.4413,13.8804,6538110
3/25/2010,13.9223,14.2458,13.9135,14.0186,3912957
3/26/2010,14.0782,14.131,13.9475,14.0139,2683637
3/29/2010,14.0216,14.0644,13.9611,14.0079,3090407
3/30/2010,14.0174,14.1369,13.9539,14.114,1978111
3/31/2010,14.0726,14.1895,14.0169,14.1242,3016448
4/1/2010,14.2295,14.2818,14.0851,14.166,2092627
4/5/2010,14.2184,14.3175,14.171,14.2211,1893016
4/6/2010,14.1825,14.2181,14.0814,14.1517,2050197
4/7/2010,14.1286,14.1648,13.9932,14.035,2568728
4/8/2010,14.0295,14.1922,13.9481,14.1334,1942447
4/9/2010,14.1461,14.1653,14.0465,14.1018,2047051
4/12/2010,14.1299,14.2955,14.1018,14.2639,2342350
4/13/2010,14.259,14.6661,14.2241,14.6136,3893651
4/14/2010,14.6955,14.7523,14.5448,14.6691,3387599
4/15/2010,14.748,14.8893,14.6513,14.826,6729460
4/16/2010,14.0216,14.1663,13.6886,13.7014,12181166
4/19/2010,13.6667,13.7972,13.5733,13.7003,3877226
4/20/2010,13.8016,13.9383,13.7242,13.8233,2965128
4/21/2010,13.8587,13.9531,13.7516,13.8049,2381344
4/22/2010,13.7476,13.7601,13.5322,13.6246,3268026
4/23/2010,13.6293,13.6808,13.5053,13.573,2079931
4/26/2010,13.5726,13.5731,13.1801,13.2406,4352815
4/27/2010,13.1733,13.4072,13.131,13.1763,3826431
4/28/2010,13.252,13.32,12.9763,13.1795,3392964
4/29/2010,13.2836,13.3616,13.1168,13.2495,3044254
4/30/2010,13.2279,13.391,13.0862,13.0925,2428600
5/3/2010,13.1126,13.2725,13.0772,13.2147,1851471
5/4/2010,13.113,13.1185,12.5574,12.6112,6049602
5/5/2010,12.4769,12.844,12.4642,12.6956,4560303
5/6/2010,12.6704,12.8889,11.4564,12.4194,4976235
5/7/2010,12.4518,12.585,11.9876,12.2817,5069469
5/10/2010,12.8005,13.021,12.7664,12.9918,4108299
5/11/2010,12.8429,12.9477,12.6573,12.678,3308511
5/12/2010,12.7524,12.7524,12.5024,12.5868,3833827
5/13/2010,12.8635,13.0004,12.7108,12.7235,3312302
5/14/2010,12.6959,12.7263,12.3592,12.6401,4104299
5/17/2010,12.6215,12.6609,12.4115,12.6511,2783238
5/18/2010,12.7016,12.7258,12.3796,12.412,2816826
5/19/2010,12.3594,12.4386,12.1473,12.3138,3429958
5/20/2010,12.0808,12.0934,11.8001,11.8302,4894528
5/21/2010,11.682,12.079,11.566,11.7565,9647442
5/24/2010,11.9726,12.1984,11.8747,11.8837,4329610
5/25/2010,11.6595,11.891,11.5562,11.8815,3007532
5/26/2010,12.0061,12.1975,11.8299,11.8416,3467452
5/27/2010,12.0755,12.2611,11.9806,12.215,2796682
5/28/2010,12.2718,12.2895,12.0292,12.0947,2880987
6/1/2010,11.9652,12.23,11.9575,12.0135,2654310
6/2/2010,12.1208,12.2999,11.9908,12.2874,2528623
6/3/2010,12.3307,12.6518,12.3205,12.592,3634511
6/4/2010,12.4456,12.683,12.3704,12.4207,3905238
6/7/2010,12.4292,12.4752,12.0329,12.0919,3619719
6/8/2010,12.15,12.1746,11.8932,12.0735,2672274
6/9/2010,12.1342,12.1756,11.7552,11.8055,2719720
6/10/2010,11.9636,12.1662,11.8508,12.129,2573616
6/11/2010,12.0167,12.1714,11.9948,12.1662,1775826
6/14/2010,12.3151,12.3156,12.0339,12.0339,2031229
6/15/2010,12.0312,12.4626,12.0088,12.4026,4241300
6/16/2010,12.3572,12.5522,12.3557,12.4842,2281062
6/17/2010,12.5385,12.5989,12.3702,12.4546,1968474
6/18/2010,12.5151,12.539,12.406,12.4533,2865039
6/21/2010,12.4501,12.4767,12.0763,12.1677,2975132
6/22/2010,12.201,12.3679,12.0971,12.1101,2209364
6/23/2010,12.126,12.126,11.9086,12.0055,2019990
6/24/2010,11.946,12.023,11.7866,11.8325,1884754
6/25/2010,11.8813,11.8959,11.7195,11.7722,2234614
6/28/2010,11.7699,11.8934,11.6807,11.7572,1754204
6/29/2010,11.542,11.5697,11.2352,11.3134,3485443
6/30/2010,11.3308,11.4023,11.0758,11.0815,3586538
7/1/2010,11.0901,11.1675,10.7997,10.9456,3497172
7/2/2010,10.9986,11.0151,10.8586,10.8723,1927036
7/6/2010,11.0579,11.1494,10.7996,10.8604,2549243
7/7/2010,10.9162,11.2394,10.8432,11.2123,3117037
7/8/2010,11.2957,11.3899,11.1989,11.3707,2657787
7/9/2010,11.7542,11.7866,11.5256,11.6429,4312086
7/12/2010,11.7644,11.9405,11.7323,11.8506,3318543
7/13/2010,12.0105,12.278,11.9614,12.1836,3957364
7/14/2010,12.2006,12.299,12.1154,12.2369,3103711
7/15/2010,12.2466,12.3205,12.0212,12.3036,4835651
7/16/2010,11.6834,11.7194,11.4444,11.4465,7787393
7/19/2010,11.4815,11.6967,11.3946,11.6103,4527828
7/20/2010,11.482,12.029,11.4713,11.9941,4037542
7/21/2010,12.0541,12.0965,11.8406,11.8923,3269732
7/22/2010,12.0349,12.1782,12.0163,12.0743,2138272
7/23/2010,11.9736,12.2182,11.9547,12.205,2256390
7/26/2010,12.1808,12.2221,12.0759,12.1779,1987180
7/27/2010,12.2178,12.3903,12.2077,12.2691,2440314
7/28/2010,12.3265,12.3343,12.021,12.0628,2490540
7/29/2010,12.1026,12.1756,11.9377,12.0787,2662681
7/30/2010,11.9458,12.1378,11.9331,12.0753,2134297
8/2/2010,12.1783,12.2852,12.1273,12.2137,1858585
8/3/2010,12.216,12.2648,12.1228,12.1993,1794608
8/4/2010,12.2578,12.6269,12.2297,12.61,3795982
8/5/2010,12.5993,12.6668,12.5412,12.6543,2414914
8/6/2010,12.5871,12.5955,12.3541,12.458,3305878
8/9/2010,12.5086,12.5895,12.4865,12.5858,1864294
8/10/2010,12.5111,12.602,12.417,12.545,2065699
8/11/2010,12.396,12.4027,12.2408,12.2468,2215401
8/12/2010,12.0526,12.3218,12.0171,12.2536,2194546
8/13/2010,12.1786,12.2331,12.1042,12.1126,1930798
8/16/2010,12.0461,12.2003,11.967,12.0937,1300469
8/17/2010,12.167,12.3206,12.1047,12.2165,1881655
8/18/2010,12.2145,12.2252,11.9931,12.008,2673590
8/19/2010,11.9797,12.0171,11.637,11.6549,3906833
8/20/2010,11.6549,11.745,11.4818,11.5067,3904662
8/23/2010,11.4937,11.6618,11.3998,11.5577,2974929
8/24/2010,11.3991,11.4157,11.2302,11.2419,2750657
8/25/2010,11.2073,11.4018,11.2073,11.3224,2579777
8/26/2010,11.3583,11.3881,11.2183,11.2318,1773287
8/27/2010,11.271,11.4561,11.1488,11.4272,2302117
8/30/2010,11.4352,11.4504,11.2676,11.2743,1230336
8/31/2010,11.21,11.3286,11.1575,11.2078,1937733
9/1/2010,11.3314,11.5794,11.2696,11.4647,3222424
9/2/2010,11.5272,11.5667,11.4641,11.5356,1677371
9/3/2010,11.7184,11.7523,11.6417,11.7129,2533617
9/7/2010,11.5684,11.6453,11.5315,11.5659,1703186
9/8/2010,11.5857,11.7677,11.5687,11.7199,2397574
9/9/2010,11.9004,11.9644,11.7198,11.8593,2423706
9/10/2010,11.93,11.9492,11.8319,11.8583,1964941
9/13/2010,11.9769,12.0628,11.9428,12.011,2234964
9/14/2010,12.0046,12.0728,11.9565,11.9652,2208187
9/15/2010,11.9532,12.0015,11.9171,11.9704,2392108
9/16/2010,11.9533,12.0155,11.9398,11.9809,1963189
9/17/2010,12.0479,12.2335,11.9839,12.2073,5622589
9/20/2010,12.2658,12.7119,12.2548,12.6588,4392423
9/21/2010,12.6937,12.9503,12.6745,12.7878,4445975
9/22/2010,12.7728,12.8954,12.7434,12.851,2525677
9/23/2010,12.8164,12.9429,12.734,12.7883,2306619
9/24/2010,12.994,13.1456,12.9073,13.1322,3347237
9/27/2010,13.171,13.3702,13.171,13.2099,3092828
9/28/2010,13.2864,13.2891,12.912,13.1292,3637431
9/29/2010,13.1462,13.2729,13.0681,13.1422,2163536
9/30/2010,13.1788,13.2463,12.9238,13.0949,3229194
10/1/2010,13.1997,13.2151,13.0253,13.0906,2215514
10/4/2010,13.074,13.1561,12.922,13.0092,1931262
10/5/2010,13.1594,13.4488,13.1138,13.4047,3490616
10/6/2010,13.4304,13.4476,13.1983,13.3081,2753535
10/7/2010,13.3544,13.3791,13.1783,13.2,2387501
10/8/2010,13.2687,13.3891,13.1405,13.3579,2849855
10/11/2010,13.4109,13.5634,13.3783,13.4199,2618794
10/12/2010,13.4518,13.598,13.3937,13.4834,3739304
10/13/2010,13.6231,13.6355,13.5068,13.531,3046282
10/14/2010,13.5528,13.5795,13.3768,13.4719,6602435
10/15/2010,14.9249,14.984,14.7339,14.9792,14754191
10/18/2010,14.9567,15.4334,14.9567,15.3841,7075464
10/19/2010,15.1635,15.3122,15.0143,15.1381,4569297
10/20/2010,15.1458,15.3759,15.1298,15.1418,3510189
10/21/2010,15.2297,15.3416,15.0925,15.2417,2909718
10/22/2010,15.2399,15.3121,15.1933,15.2551,2245855
10/25/2010,15.3313,15.5592,15.3159,15.354,3143668
10/26/2010,15.2693,15.4718,15.2178,15.4063,2501670
10/27/2010,15.3359,15.4412,15.2502,15.3533,2231749
10/28/2010,15.4424,15.4661,15.2744,15.4058,2176986
10/29/2010,15.3682,15.4163,15.2667,15.2843,2270427
11/1/2010,15.3349,15.4577,15.2223,15.3168,3073731
11/2/2010,15.4081,15.4412,15.3062,15.3316,1990259
11/3/2010,15.379,15.4868,15.2794,15.4457,3366098
11/4/2010,15.5567,15.6882,15.4935,15.5475,3554175
11/5/2010,15.5204,15.5779,15.4688,15.5677,1758126
11/8/2010,15.5414,15.6775,15.5191,15.6098,2092261
11/9/2010,15.6902,15.7114,15.4539,15.5612,2229629
11/10/2010,15.493,15.5159,15.3792,15.5129,2487931
11/11/2010,15.4337,15.4374,15.297,15.3712,2251256
11/12/2010,15.2915,15.364,14.9732,15.025,3379050
11/15/2010,15.0198,15.0427,14.7949,14.8303,3463539
11/16/2010,14.7627,14.8905,14.5309,14.5376,3292917
11/17/2010,14.5695,14.6816,14.4791,14.5334,2430773
11/18/2010,14.6691,14.9426,14.6582,14.8574,2578546
11/19/2010,14.8684,14.8905,14.7025,14.7147,2288039
11/22/2010,14.631,14.7798,14.5135,14.7244,2176105
11/23/2010,14.6195,14.6693,14.4001,14.5199,2156630
11/24/2010,14.627,14.8584,14.6206,14.8178,2389438
11/26/2010,14.7055,14.7682,14.6193,14.694,1304797
11/29/2010,14.6733,14.689,14.4437,14.4975,2846339
11/30/2010,14.3035,14.3035,13.7802,13.84,7083439
12/1/2010,14.0216,14.235,14.0066,14.0552,3739726
12/2/2010,14.1626,14.2789,14.0802,14.2413,2538445
12/3/2010,14.1822,14.3573,14.1461,14.2706,2620591
12/6/2010,14.4591,14.4948,14.3605,14.4041,2085549
12/7/2010,14.7257,14.7687,14.5944,14.6229,3033376
12/8/2010,14.7431,14.7568,14.5369,14.7075,1748768
12/9/2010,14.7907,14.833,14.6691,14.7314,1860081
12/10/2010,14.7723,14.7934,14.7014,14.7491,1697012
12/13/2010,14.8714,15.0178,14.7959,14.8091,2392008
12/14/2010,14.8706,14.9006,14.7558,14.8163,1635433
12/15/2010,14.7986,14.8547,14.673,14.7015,2157815
12/16/2010,14.765,14.7879,14.6459,14.7366,1589220
12/17/2010,14.719,14.7578,14.636,14.714,3074639
12/20/2010,14.8098,14.8902,14.6605,14.82,1964354
12/21/2010,14.9074,15.0606,14.8836,15.0195,1872730
12/22/2010,15.0427,15.1175,15.0248,15.0798,1202181
12/23/2010,15.076,15.0925,14.9936,15.0484,1105903
12/27/2010,15.0114,15.0373,14.9307,15.0024,1202383
12/28/2010,14.9942,15.0395,14.8935,14.9162,1059681
12/29/2010,14.9929,15.0031,14.9162,14.968,1014972
12/30/2010,14.8933,14.9763,14.8781,14.9147,984772
12/31/2010,14.8619,14.9037,14.7446,14.7929,1534124
1/3/2011,14.8554,15.0823,14.8554,15.0514,2355024
1/4/2011,15.0831,15.097,14.9461,14.9959,1816816
1/5/2011,14.9449,15.2004,14.9444,15.169,2520182
1/6/2011,15.2091,15.4021,15.1934,15.2793,2048383
1/7/2011,15.3393,15.3976,15.1953,15.3525,2091269
1/10/2011,15.3117,15.3264,15.1563,15.297,1573538
1/11/2011,15.3841,15.4113,15.3042,15.3418,1434134
1/12/2011,15.425,15.425,15.3109,15.3632,1624926
1/13/2011,15.3657,15.4329,15.2957,15.3587,1327596
1/14/2011,15.3765,15.5475,15.3686,15.5453,2359052
1/18/2011,15.5921,15.9889,15.5725,15.9301,3602845
1/19/2011,15.9921,16.013,15.6817,15.7338,3396332
1/20/2011,15.7453,15.7919,15.5231,15.6098,5459635
1/21/2011,15.9288,15.9824,15.226,15.2377,8861983
1/24/2011,15.1316,15.2541,14.9737,15.219,4583078
1/25/2011,15.1473,15.4583,15.1054,15.4389,3630247
1/26/2011,15.4494,15.5032,15.3236,15.354,2032028
1/27/2011,15.3886,15.4337,15.2731,15.3612,2009814
1/28/2011,15.418,15.4502,14.9371,14.9677,4213806
1/31/2011,15.0327,15.0545,14.8322,14.952,2796690
2/1/2011,15.0549,15.2756,15.0205,15.218,2732792
2/2/2011,15.217,15.3002,15.1306,15.2419,1752357
2/3/2011,15.1792,15.2283,15.0958,15.196,1490352
2/4/2011,15.1959,15.228,15.1077,15.2165,1545114
2/7/2011,15.1961,15.4011,15.1726,15.2991,1793446
2/8/2011,15.3149,15.4319,15.3045,15.4008,1688376
2/9/2011,15.3632,15.4275,15.2504,15.354,1834621
2/10/2011,15.2892,15.3789,15.231,15.3525,2324998
2/11/2011,15.2866,15.5658,15.2669,15.5533,2581038
2/14/2011,15.5244,15.6813,15.4422,15.6442,2121730
2/15/2011,15.6234,15.6924,15.5183,15.5445,2082652
2/16/2011,15.5814,15.6031,15.4935,15.5463,1678938
2/17/2011,15.4723,15.6218,15.4482,15.5722,1472139
2/18/2011,15.5906,15.7196,15.5453,15.6922,3202499
2/22/2011,15.442,15.564,15.1366,15.1974,3624856
2/23/2011,15.2003,15.3092,15.0427,15.225,2878117
2/24/2011,15.2267,15.269,14.9767,15.1627,2700043
2/25/2011,15.2384,15.3097,15.1797,15.1931,1926638
2/28/2011,15.1921,15.3538,15.1426,15.2768,2273466
3/1/2011,15.3859,15.4217,14.9257,14.962,3307759
3/2/2011,14.9381,15.0926,14.8233,14.9628,2017279
3/3/2011,15.102,15.2293,15.0676,15.1812,1940047
3/4/2011,15.1505,15.1667,14.948,14.9585,2997209
3/7/2011,14.9568,15.035,14.6193,14.7354,3445273
3/8/2011,14.767,14.8929,14.6991,14.7516,2276893
3/9/2011,14.7189,14.8064,14.5882,14.7381,2140755
3/10/2011,14.5804,14.6098,14.4312,14.4524,3112301
3/11/2011,14.4006,14.4449,14.2788,14.363,3014979
3/14/2011,14.2657,14.4024,14.1466,14.1957,2800585
3/15/2011,13.8847,14.2209,13.8348,14.185,3987327
3/16/2011,14.1463,14.1907,13.7297,13.8746,3782583
3/17/2011,14.0584,14.171,13.9603,13.9807,2885921
3/18/2011,14.0625,14.1459,13.9404,13.9733,3287141
3/21/2011,14.2014,14.44,14.1715,14.3578,3007792
3/22/2011,14.377,14.4258,14.2584,14.3782,1878202
3/23/2011,14.3252,14.506,14.2459,14.4988,1807526
3/24/2011,14.5802,14.654,14.4151,14.6166,2087999
3/25/2011,14.6163,14.6171,14.426,14.4385,2845891
3/28/2011,14.4965,14.5692,14.3132,14.3294,2208350
3/29/2011,14.3454,14.4921,14.2709,14.4881,1597505
3/30/2011,14.5541,14.582,14.4595,14.4908,1415707
3/31/2011,14.5197,14.6482,14.4883,14.6133,2021715
4/1/2011,14.6632,14.8233,14.6632,14.7389,2600822
4/4/2011,14.7687,14.812,14.5221,14.6362,2045017
4/5/2011,14.4719,14.4821,14.0884,14.1733,6019425
4/6/2011,14.2502,14.3245,14.1461,14.3,2655683
4/7/2011,14.3387,14.461,14.3003,14.445,2519932
4/8/2011,14.5666,14.5667,14.3966,14.3991,1893522
4/11/2011,14.3504,14.3977,14.2707,14.3795,1849543
4/12/2011,14.3204,14.3682,14.1473,14.2111,2075839
4/13/2011,14.3331,14.3852,14.2395,14.3523,2061785
4/14/2011,14.3252,14.4313,14.2483,14.4079,5430339
4/15/2011,13.5806,13.592,13.2013,13.2173,13983208
4/18/2011,13.1105,13.1415,12.9257,13.121,5017095
4/19/2011,13.1985,13.2217,12.9731,12.9888,2672604
4/20/2011,13.0976,13.1205,12.9853,13.0934,3044610
4/21/2011,13.1372,13.1569,13.0102,13.0777,2459301
4/25/2011,13.0814,13.125,13.0007,13.0764,1622173
4/26/2011,13.1131,13.3851,13.0805,13.27,3513773
4/27/2011,13.399,13.4017,13.3081,13.3931,2286909
4/28/2011,13.4004,13.43,13.3013,13.3982,2027682
4/29/2011,13.4488,13.5509,13.4117,13.5509,4208353
5/2/2011,13.5907,13.5915,13.377,13.4129,2123816
5/3/2011,13.3773,13.4988,13.1905,13.2966,2071670
5/4/2011,13.3285,13.4238,13.2749,13.3439,2106879
5/5/2011,13.2959,13.4344,13.2371,13.3061,1987557
5/6/2011,13.4027,13.4851,13.3287,13.3317,2046400
5/9/2011,13.3243,13.4112,13.2271,13.391,1938154
5/10/2011,13.4488,13.5591,13.3875,13.515,2031623
5/11/2011,13.4523,13.5372,13.2917,13.3355,2327755
5/12/2011,13.3303,13.3726,13.2224,13.3255,1441303
5/13/2011,13.3145,13.3471,13.176,13.1885,2097611
5/16/2011,13.1078,13.1317,12.861,12.9113,2942482
5/17/2011,12.8369,13.2301,12.8269,13.2112,3289135
5/18/2011,13.1883,13.208,13.0926,13.195,1944996
5/19/2011,13.2678,13.3626,13.1928,13.2309,2459386
5/20/2011,13.2445,13.2492,13.0287,13.051,2307833
5/23/2011,12.866,12.9507,12.7863,12.9106,2241924
5/24/2011,12.9598,13.0493,12.9046,12.9073,1879547
5/25/2011,12.8842,13.0197,12.8822,12.9426,1295379
5/26/2011,12.8934,13.0035,12.8261,12.9041,2108899
5/27/2011,12.9128,12.9953,12.8585,12.9731,1737989
5/31/2011,13.0752,13.176,13.0378,13.1753,2675066
6/1/2011,13.1509,13.2794,13.0829,13.0901,2943093
6/2/2011,13.1392,13.2072,13.0124,13.1514,2193932
6/3/2011,13.0005,13.14,12.988,13.0274,1740146
6/6/2011,13.0389,13.1205,12.932,12.9771,1932836
6/7/2011,13.0226,13.066,12.9255,12.9265,1898431
6/8/2011,12.8643,12.9817,12.8456,12.93,1646227
6/9/2011,12.9506,12.9506,12.8421,12.8692,1681045
6/10/2011,12.8032,12.8682,12.6839,12.6893,2428860
6/13/2011,12.7017,12.7066,12.5066,12.5704,2415665
6/14/2011,12.6555,12.8032,12.6266,12.661,2330316
6/15/2011,12.5778,12.6605,12.4677,12.526,2063430
6/16/2011,12.5226,12.6162,12.3697,12.4618,2744101
6/17/2011,12.6065,12.6192,12.074,12.0795,5226564
6/20/2011,12.079,12.1096,11.9354,12.0685,3014221
6/21/2011,12.1335,12.3016,12.0723,12.2782,2752192
6/22/2011,12.2396,12.262,12.1221,12.1289,2396515
6/23/2011,12.0075,12.0257,11.7983,11.9599,4779435
6/24/2011,11.9715,11.9732,11.7807,11.827,3788491
6/27/2011,11.805,12.1637,11.7951,12.0242,3428244
6/28/2011,12.0546,12.3581,12.0546,12.2944,2704430
6/29/2011,12.3664,12.4587,12.2627,12.392,2331763
6/30/2011,12.5022,12.6187,12.49,12.6115,2416962
7/1/2011,12.6205,12.9801,12.6115,12.9763,3619347
7/5/2011,13.0827,13.3342,13.0827,13.2605,3829048
7/6/2011,13.2869,13.4117,13.2754,13.3332,2682852
7/7/2011,13.4736,13.7147,13.3461,13.6131,3916921
7/8/2011,13.2732,13.3903,13.1317,13.2493,4747479
7/11/2011,13.1545,13.3487,13.0877,13.132,2826488
7/12/2011,13.1539,13.4343,13.1001,13.2996,2828004
7/13/2011,13.374,13.5484,13.3612,13.4054,2777485
7/14/2011,13.4268,13.4986,13.1183,13.1733,6617743
7/15/2011,14.8808,14.9493,14.6482,14.8838,13670617
7/18/2011,14.7562,14.9942,14.7439,14.8171,4447972
7/19/2011,14.847,15.0596,14.8318,15.0066,2953697
7/20/2011,14.9974,15.0136,14.8273,14.8273,2218421
7/21/2011,14.7944,15.1438,14.7939,15.1172,3453348
7/22/2011,15.0773,15.4287,15.0494,15.3971,3514818
7/25/2011,15.2758,15.5759,15.2669,15.4159,3117054
7/26/2011,15.3926,15.6279,15.3719,15.5039,2332198
7/27/2011,15.371,15.4648,15.0614,15.1229,3916169
7/28/2011,15.0723,15.341,15.0178,15.2155,3094313
7/29/2011,15.0484,15.3157,15.035,15.035,4118417
8/1/2011,15.2226,15.3291,14.9227,15.1117,3949434
8/2/2011,15.0925,15.1839,14.7331,14.7538,3186071
8/3/2011,14.8004,15.0178,14.5353,14.9722,3807701
8/4/2011,14.8061,14.9144,14.382,14.3832,4893035
8/5/2011,14.5084,14.6941,13.9967,14.4211,5902573
8/8/2011,14.0212,14.171,13.5571,13.5987,7462026
8/9/2011,13.9718,14.3108,13.474,14.2809,6439711
8/10/2011,13.9813,14.0496,13.6414,13.6732,5348141
8/11/2011,13.7929,14.1585,13.6582,13.9999,4809120
8/12/2011,14.1835,14.2084,13.9569,14.0408,3140369
8/15/2011,13.7833,14.0712,13.5995,13.8779,7111030
8/16/2011,13.7584,13.7586,13.2072,13.4239,6907497
8/17/2011,13.4495,13.5407,13.2189,13.2782,4059669
8/18/2011,13.0371,13.0725,12.4648,12.5741,6261431
8/19/2011,12.4361,12.8229,12.2249,12.2264,5385825
8/22/2011,12.5522,12.6269,12.3164,12.407,4883830
8/23/2011,12.5398,12.9858,12.4291,12.9213,4327142
8/24/2011,12.934,13.1997,12.8817,13.0326,3581140
8/25/2011,13.2092,13.3808,12.9084,12.9517,3281616
8/26/2011,12.9504,13.211,12.7798,13.1215,3580188
8/29/2011,13.3133,13.4351,13.2885,13.4259,2326988
8/30/2011,13.4037,13.5232,13.2199,13.4662,2975947
8/31/2011,13.5668,13.6057,13.3492,13.4727,2680578
9/1/2011,13.4675,13.5442,13.23,13.262,2404116
9/2/2011,13.062,13.1479,12.9688,13.0712,2390593
9/6/2011,12.7216,13.0194,12.7141,13.005,2703062
9/7/2011,13.2109,13.3477,13.135,13.3001,2745421
9/8/2011,13.2943,13.4263,13.247,13.3232,2369687
9/9/2011,13.2346,13.3156,12.9803,13.0715,3253525
9/12/2011,12.8999,13.2493,12.8884,13.2027,2657762
9/13/2011,13.2496,13.2964,13.0354,13.1878,2342955
9/14/2011,13.2644,13.3728,13.0956,13.2513,2681903
9/15/2011,13.3367,13.5728,13.3133,13.5125,2947867
9/16/2011,13.5683,13.6191,13.5269,13.6151,3517950
9/19/2011,13.4575,13.6953,13.3337,13.6149,2459434
9/20/2011,13.6829,13.9101,13.5153,13.6138,2765865
9/21/2011,13.6402,13.8223,13.4203,13.4288,2504157
9/22/2011,13.1063,13.1692,12.8012,12.9671,4379645
9/23/2011,12.865,13.1106,12.8137,13.0879,2765649
9/26/2011,13.1312,13.2727,12.7826,13.2468,2621701
9/27/2011,13.4039,13.6243,13.3504,13.4323,2996591
9/28/2011,13.4861,13.5489,13.1424,13.1708,2252628
9/29/2011,13.3502,13.3816,12.936,13.1375,2893557
9/30/2011,12.9559,13.0502,12.8107,12.8271,2711934
10/3/2011,12.6979,12.7514,12.3281,12.341,4452579
10/4/2011,12.2043,12.5383,11.9693,12.4999,4139345
10/5/2011,12.3616,12.6468,11.9736,12.5696,4513167
10/6/2011,12.6393,12.8319,12.5173,12.8189,3408323
10/7/2011,12.8718,12.9631,12.7091,12.8291,2842431
10/10/2011,13.0797,13.3858,13.0304,13.3783,2311853
10/11/2011,13.2859,13.6182,13.2859,13.528,2840205
